text_cleaned,true_label,predicted_label,error_type
керемет деп айта алмаймын ужыс,0,1,false_positive
саламатсызба бир кунде неше рет заявка жиберуге болады мен еки рет жибердим одобрение берди ушинши рет каита заявка бергем одобрение бермеди,1,0,false_negative
салеметсыздер менын приложением неге мой банкке крсем ыстемейды,1,0,false_negative
10,0,1,false_positive
жынды оиын,0,1,false_positive
прост уақыт өткізгенге жақсы,0,1,false_positive
шірік пияз шірік жане босап кеткен пияз,0,1,false_positive
ақылды,0,1,false_positive
маған ұнаған жоқ көшірмеуге кенес беремін,0,1,false_positive
осы ғана қазақ тілі барша қазақтың ұлттық аграрлық университеті арасындағы келісімге өзгерістер енгізу туралы хаттаманы туралы ақпарат мемлекеттік рәміздер қр президенті әкімшілігінің ресми сайты облыс әкімінің ресми сайтына хош және агрохимия кафедрасы,1,0,false_negative
raxmet ote keremet srazu aship alasin dostar senderde aship aliñ,0,1,false_positive
бұл курска жазылмаңдар достар,0,1,false_positive
ашылмайдс,0,1,false_positive
а район ашқан,0,1,false_positive
дериска ойын брак маған унамады өйткені бул ойын харам оның орнына фф жаксы,1,0,false_negative
жаман мес,1,0,false_negative
не үшін жанартылды,1,0,false_negative
достар мен сендерге ренжедім неге өйткені бұл қызықты оиын болсада жамандап жатырсыңдар не үшін не кемшілігі бар сендер бұл ойынды шығарған адамдардың көңілін түсіріп жатырсыңдар ғой енді олай жазбаңдаршы өтініш егер ұнамаған болса жаздырмаяқ қойыңдар сендер үшін не нормол болып тұр бұл ойын жаңағы бір жұлдыз екі жұлдыз қойып жатқандарға мен бұл ойынды талай ойнағам мен ешқанда жаман сөздер жазған жоқпынсендердікі,1,0,false_negative
қататын қотақбас ойын тарпаңдар,0,1,false_positive
men qazaqpin orys tildi tandain desem olardin tuy shigadi kalai oni alyptastauga boladi alypkoindar men qazaqstannin azamatimin,0,1,false_positive
мен қалай тіркелетін бл мим,0,1,false_positive
каз жумыс стемиды,0,1,false_positive
неге қосылмаит неге жүктеу,1,0,false_negative
канша бонус береди,1,0,false_negative
мынаны қалай ашамыз,1,0,false_negative
қатып қалады содан кейін 4 жұлдыз,1,0,false_negative
білмим,0,1,false_positive
қотақпас көшірілмеиді ғой,0,1,false_positive
ну норм ойын но балақай ахуелма сондай дауын пампер кигізейін десем қашып кетет и еще памперс тож қашып,1,0,false_negative
жин сүресі 8 аят әріптен қате кетіпті түзетіп қойсаңыздар,1,0,false_negative
достар сендер фре фаер ойнай сын дарма qzr ойншыларын былесын бе мен солмын ия ияғни щелзидын досы маган жазылып бет бро ютуб qzr tako,1,0,false_negative
ол оин ақшамен содан кин ынамады,0,1,false_positive
заказ берсең ұмытып кетеді баруға кеңес бермиін,0,1,false_positive
қайдан тауып алғансыңдар айтишникпа разработчикпа вопше істемейт еш кірмейт кароче 0,0,1,false_positive
күшті оиын екен сіздерге де оинауға кеңес берем,0,1,false_positive
здравствуйте байағы акцияны қашан қойасыздар 100тг,0,1,false_positive
маған ұнап қалды оте тез 12 сағаттың ішінде әкеп береді,0,1,false_positive
осы туындыны мектепте неге оқытпайды керемет аманай бір бала ғана емес қытай елінде езгіге душар болған бүкіл қазақ батырлары,1,0,false_negative
төр адам ойнаймайды екен,0,1,false_positive
ассалаумағалайкум мүбәрак болсын дәрігерге тіркелуге жазылайын десем бос күнтізбе көрсетпейдигой 2 ай болды осылай тиркеле алмай жүрген ме,1,0,false_negative
өліңдер айуандар,0,1,false_positive
керемет өйткені мысалы біз мектепке бара алмаса осыдан окимыз 5 жулдысса бұл жоқ болса біз уйде жай жатамыз немен оки ала алмай із өйткені қазір короно вирус ғой,1,0,false_negative
скачать етпендер отвечаю жаман оданда ghrome ге кірп сол арқылы орындаған 100 есе жаксы,0,1,false_positive
приложение маған унады,0,1,false_positive
күнде 0 20 60 80 100 балл аламын ал менің 100 балл алғым келеді,0,1,false_positive
жакси мен калаган андердин бари бар,0,1,false_positive
бұл ойынның приключение деген батырмасына кіріп тропиктік аймаққа түссек ол жерде біз өлсек молалар арасынан шығамыз иә бірақ ол жерде иллюминати белгісін көрдім,0,1,false_positive
мен тышып отырмын сосын жазам,0,1,false_positive
өте қатты ұнады явмырнрггіокәтринәтнәтдгёоәглнлгднго ггоошлшіенненнкү ғана өсіп келе бермейді екен деп ойлап едім қайрат лама ұсынады қазақстан халқының саны мен мал саны аудан аумағы бойынша тұңғыш президенті нұрсұлтан назарбаев пен мемлекеттік аппараттың халықпен өзара түсіністік ма еді деген сұрақ қою мемлекеттік сатып алу келесі алдыңғы ұсынады е тех табыс етті мал шаруашылығы технологиясы факультетінің оқытушылары арасында әріптестікті белсенді жұмыс істейді және өз функцияларын жүз,1,0,false_negative
мен неге бес жудыз оқи дым,1,0,false_negative
үи менде істемеит жаман неге мультеплер мастер керемет,0,1,false_positive
маған қатты ұнады мен осы ойынның арқасында менің үсдік атандым рахмет,0,1,false_positive
қатты брак мб берми қалды гой,1,0,false_negative
не ушин обнавление жасадык истимитин болса дурыстаныздаршы,1,0,false_negative
сырға ұнады керемет рахмет каспи,0,1,false_positive
клеш төрт адамнан басқа ашылмайды екен,0,1,false_positive
отрык ойнап отыралы 3 жабылып чатка жалмайсын,0,1,false_positive
біз жерді өлтремз ал жер бізді қорғамайды,0,1,false_positive
пфф не болды сонша сендерге оздеринше болып жактырмай,1,0,false_negative
реклама баәрін бұзды,0,1,false_positive
бұл керкмет,0,1,false_positive
bari ashik emes birak kushti,0,1,false_positive
сауда жок реклама жасаумкерек,0,1,false_positive
менен көп мйкабат алад,0,1,false_positive
маған тук ұнамады тукта емесқо мен үйткені баламн атымен құрысн,1,0,false_negative
мынау қызық екен бирак жаның ашиды екен,0,1,false_positive
өтте керемет екен,0,1,false_positive
маган каты ұнады,0,1,false_positive
сәлеметсіздерме қазақ тілін таңдауын параметрлерде таба алмадым осы жағдайды өзгертсеңіздер күшті болар еді здравствуйте не нашел в параметрах смену языка было бы круто если бы исправили этот недочет,0,1,false_positive
нет маршрута автобуса 1 караганда,0,1,false_positive
ассалау агалейкум мен ойынга киргенде ставка корсетилмейди ойынды оширип кайта бастым тура сол кадры,0,1,false_positive
бұл туралы бүгін де кешке бастайтын мен ғой,0,1,false_positive
жақсы програма барлық іздеген автокөліктерді таба аласың бірақ кейбіреулеріне кіре алмайсың тіркелмесең регистрация бурынғы колёсаға тірекелмей ақ коментарияларды оқый беретін еді ал қазір регистрация жасамай сатушыға сұрағыңды жаза алмайсың,1,0,false_negative
маган ұнады бирак мен вмв колигин клавиатурага кояин десем болмайды кара болып тура берет,1,0,false_negative
керемет дорама сериал топтар осыны колданады менын тобым serialdar_mix сонда видео жасагам керемет,0,1,false_positive
жақсы шығар,0,1,false_positive
қалай ақша салады алиэкспрестен зат сатп алайын деп едім көмек керек,1,0,false_negative
бір қателессең қайта қосылмайды,1,0,false_negative
үлкен және алыс машинан болмаса барып керегі жоқ хан шатыр ға немесе керуен сити ға бара сал,1,0,false_negative
котакски айтқандай озбектерге арналган олен озбек бот екимин торт кыздарга гашык амдары сасык,0,1,false_positive
сен жамансың,0,1,false_positive
қызық шығар,0,1,false_positive
жаман көшірмеңіздер влаақ менің інім соны оинаи беріп телефонды құртты сендер болсын басқа болсын миыңды жеп трнап нервнии болып кетесіздер менің айтқанымды тыңдасаңдар бұны көшірмеңіздер пожалуйста миларыңды сақтаң,0,1,false_positive
жаңартуы көп,0,1,false_positive
маған өте күшті,0,1,false_positive
интернет пен бе,0,1,false_positive
x тың өлеңі қайда,0,1,false_positive
аллаһым разы болсын,0,1,false_positive
қотақ қотақ жұтып қойлың қоотақ еи ләилә балма нанма бір банка пива аи лаки коджи пива,1,0,false_negative
шешесынсыгеиын,0,1,false_positive
қалай оқып жатсыздар мүлде ашылмайдығо,0,1,false_positive
менде регестратся дасалмай жатыр бұл оиын мал,0,1,false_positive
азамат,0,1,false_positive
бұл қолтаңба маған ұнап тұр бірақ ол ойын қолтаңба өшірмесең басылмай тұрады және тек бұл қолтаңба ғана емес барлығы осылай менің телефоныма басылмайды бұрын көптеп басылатын бірақ қазыр басылмайды міне менің басылмай туралы өкпем осы осыны қалыптастырып берсеңіздер,0,1,false_positive
өз формаңды істеу үшін не істеу керек url адрес деп тұр не жазам ол жерге,1,0,false_negative
биреу,0,1,false_positive
ештеңе ұқпадым,0,1,false_positive
ақша көп керек бұл жерге,1,0,false_negative
автобуста картаны бассан кейин тексеристе сиз баспадыныз дейді сол кезде осы придложениеден историядан корсетемин картаны тексергенге оте онай маршутка номирлериде шыгып турады,1,0,false_negative
маған 5гб түсті рақмет бірақ гб мин ауысуға болады деген еді басқа нөмерге гб жібере алмай жатырмын менің тарифім бұрынғы 1890тг,1,0,false_negative
супер 4990 тариф қосып едім суперкүш қосылмай тұр басқа тапсырыс бар аздап күтіңіз деп неге алдайсыздар адамдарды,0,1,false_positive
катты ұнады,0,1,false_positive
салеметсиздерме бираз уакыттан бери менде намаз уакыты киргенде азан ойнамайды неге олай,1,0,false_negative
биз озимиз ойнаумыз керек қой,0,1,false_positive
ойын маған ұнады бірақ ағылшын тілінің тесттерінде бірнеше қате бар 1 жылда неше минут бар деген сұрақ бар екен 60 деген жауапты бассам дұрыс болды жыл деген сөзді сағат деген сөзге ауыстырсаңыздар сосын ол қаншада тұрады деген сұрақта қате бар екен сұраулы сөйлемде үшінші жақта does етістігі қолданылады және негізгі етістікке s es жалғанбайды,1,0,false_negative
жеті ата жәңе толық қалай кіріп керек керемет алаш ашылмай тұр,1,0,false_negative
құшты,0,1,false_positive
музыка сактаган ушын скачать етип алуга,0,1,false_positive
жаксы емес жаксы емес,0,1,false_positive
ол оте жаман я мен казакша сойлеймiн,1,0,false_negative
маска аз және адамға жазуға болмайды,0,1,false_positive
кереметт таппаған жəне көмексіз көре аласың,0,1,false_positive
каспиймен салыстырғанда билеттер қымбат,0,1,false_positive
сол мерейдің хозяйндарына үкімет ақша бөліп баяғы айтылған мега салса атырауға балақайлардың көңілін көтеретін сол мерейдегі саудагер халықта разы бала шаға да разы бәрі де разы болса сосын баға нарықты түсірсе қол жетімді етіп ия жалақыны өсірсе халықтың ия теңгенің құнын барлық валюталармен тең қылса ия бүкіл әлемге едины валюта болса жақсы ма жаман ба білетін аллаһ менікі тек тілек қана,0,1,false_positive
маған бұл оиын ұнамайды оиын қызықсыз,0,1,false_positive
қалай барлық үйлермен заттарын ашуға болады маған айып жіберңдерші пж пж пж пж пж пж,0,1,false_positive
өте күшті екен,0,1,false_positive
котакта жумыс истемейд бля оразада ауызашарга бирдене заказ бере койяйк десен промокод бередта артынан еки сойлейд заебал уже куйдиргилер лучше аякпен журип барп алып кайтам ассалаумагалейкум рахмет алла разы болсын,0,1,false_positive
1 минус реклама шыға береді бірақ өте күшті good,1,0,false_negative
изи аузына бердим сенин,0,1,false_positive
салем дәурен,0,1,false_positive
ботскии ойын,0,1,false_positive
саламатсыздарма бир жак тисин алу канша болады акыл тисти укол калынадыма кандай консультация бересизде,1,0,false_negative
норм айкын менин агам,0,1,false_positive
олжас ага бул ойыннан калай онлайн ойнауга болады,0,1,false_positive
саламадсызба маған каспи ред ашпаиды менде бари таза жасым 18де сол,0,1,false_positive
жарнама бере берет,1,0,false_negative
менде азан шакырмай калды егер мумкин болса айтып жибересизбе барлык баптауларын кордим бирак болмай жатыр баринде даусы косылып тур тусинбей жатырмын телефоннын озиндеде солай болып тур,1,0,false_negative
неге бул программа установка жасаганда көшіріп алу мүмкин деп тұр сонда мен мобильный банкке кіргенде парольді кошіріп аладыма сол жери күмәнди болып тур,1,0,false_negative
тартылмайды,1,0,false_negative
неге акпай жатыр ае,1,0,false_negative
аман болыңдар машааллах,0,1,false_positive
кірмиді алаяқ,0,1,false_positive
кіретін кезде ылғый бірлеңе тауып тұрады,0,1,false_positive
мына оиын қотақ жеген ам сікен амынды аиыртын мықты оиын өзіме ұнаиды қалған қотақбастарға үнамаса мен бұл оиынды кəшкентаи кезден бастап оинаимын мықты оиын қалған қотақтарға ұнамаиды,0,1,false_positive
если izi ға теле ном тіркелсе қалай шығарады,1,0,false_negative
қазақша нұсқасы қашан болады,1,0,false_negative
неге кірмейді геим дата деп турад,1,0,false_negative
өте әдемі жасалған,0,1,false_positive
осыны истеген адам долбаеб басы истемейтин,0,1,false_positive
көтт,0,1,false_positive
өте жақсы маған ұнады,0,1,false_positive
қызық па қызық емес ба кім біледі,1,0,false_negative
уақытын кеш шақырады,0,1,false_positive
кушті,0,1,false_positive
мегабайтн азайт керек сол кезде күшті,0,1,false_positive
кере,0,1,false_positive
унайды,0,1,false_positive
еу фф оинаңдар фф деп жаз керемет,0,1,false_positive
бір жұлдіздан аз беруге келмейді екен,0,1,false_positive
приложение жақсы бірақ қайта қайта приостоновить деп шыға келеді мүмкін интернет желісі дұрыс істемегеннен болар,1,0,false_negative
ботт ойын,0,1,false_positive
жақсы болды көп жеңілдік,0,1,false_positive
бұл күшті ойын,0,1,false_positive
шайкасуга дайын болайык,0,1,false_positive
сапасы онша емес,1,0,false_negative
неге бонусты қалаған адамға жібере алмаймыз,0,1,false_positive
игра дауысы шықпайды өткізбендер,0,1,false_positive
керемет маган қатты ұнады,0,1,false_positive
маған жаңартып,0,1,false_positive
өте сапасызсыздар айып етпеңыздер тіркей алмай отырмын,1,0,false_negative
тупойский но қызық десенда түк қызық емес,1,0,false_negative
мен жарнамадан көрдім егер izi приложениясын тарсаң онда саған 30 гб беред деген сол рас па рас болса онда мен 5 жұлдыз берем,1,0,false_negative
том өте қызықты ойын ол адамдарды қатты қатты күлдірейді қысқаша айтқанда,0,1,false_positive
неудобное приложение бізге мұндай керек емес,0,1,false_positive
күшті оиын,0,1,false_positive
т9 функциясы қосылып тұрғанда кейде дұрыс сөзді автоматты түрде басқа сөзге ауыстырып тастайды осындай кезде терген дұрыс сөзіңді қайта қалпына келтіру үшін бәрін басынан бастап теру ыңғайсыздық тудырады осыны жөндесеңіздер 5 қоямын негізі өте жақсы қосымша рахмет,1,0,false_negative
грамматикалық қателер көп екен,0,1,false_positive
мне орнатпай,0,1,false_positive
сиыр,0,1,false_positive
шешедін асы кірмеит,0,1,false_positive
маган бул ойын унамайды загрузкасы коп,0,1,false_positive
соңғы уақытта қатып жатыр,1,0,false_negative
маған бұл ойын қатты ұрады бұл ойынды ойлап тапқан адамға алғысым шексіз,0,1,false_positive
маған өте қатты унады,0,1,false_positive
мигабатпен ойнайма,0,1,false_positive
фри фаер күшті,0,1,false_positive
лаик маған ұнамады,1,0,false_negative
құбла функциясы істемейді соны дұрыстасаңыздар,1,0,false_negative
мықты оиын,0,1,false_positive
малдың ойыны босқаға1 34мб кетті,0,1,false_positive
сапасы онша емес екен крышкасын қанша жапсанда су аға береді,0,1,false_positive
заказ оте кешиктирет программасы да куама сондай,0,1,false_positive
некки неге казак тілі жок істеші казак тілін,1,0,false_negative
мг коп жиды екен,0,1,false_positive
мен әлі ойнап көрмедім бірақ жақсы ойын екені көрінді сосын 5 жұлдыз қойдым егерде интернетпен шығатын ойын болса мен ойнамаймын үйткені телефонның ақшасы бітеді немесе тарифы бітеді сондықтан ойнамаймын болды мен әлі тартып жатырмын сондықтан сенімсізмін бірақ бәрі бір 5 жұлдыз қойамын,1,0,false_negative
сәлем калайсыз,0,1,false_positive
бағалары қымбат арзандату керек,0,1,false_positive
балалық маскасы үлкен ыңғайсыз сөмкесі жоқ жеткізу жылдам болды,0,1,false_positive
5жастағы балалар ойнайды,0,1,false_positive
казак тілінде жоқ па,1,0,false_negative
онбагандар айтпаса ақша табу,0,1,false_positive
сіз топтасыз тегін дейді бірақ ақшасын төле неге,1,0,false_negative
кауіпті ойын,0,1,false_positive
bolmaytin zat eken opshim ashpaydigo,0,1,false_positive
ботский ойынғо 0 жұлдыз қойам бірақ қоймасаң коментарий жаза алмайсың,0,1,false_positive
базар жоққо,0,1,false_positive
осыған сеніп тұрсыңба өтірік бәрі,0,1,false_positive
өтініш компаниядағылар бұл ойынды тегін ойнайтын қылыңдаршы,0,1,false_positive
мен әлі көрген жоқпын керемет сияқты,0,1,false_positive
бурынгыдаи емес нащар,0,1,false_positive
өте керемет ойын маған қатты ұнады жалықпайсың,0,1,false_positive
ема жаксы ойын екен,0,1,false_positive
маған тик ток қатты унаиды,0,1,false_positive
қатты ұнады рахмет,0,1,false_positive
истемейды мулде,1,0,false_negative
няғып тауып қойа берет жындандым,0,1,false_positive
мен оиынды бир досымнан корип кызыгып едим бирак жаза алмай жатырм неге загрузка жасалмайды,1,0,false_negative
маған ұнаған жоқ түк мұздатпайды қайтадан қайтарамын 14 күнің ішінде қайтаруға болады деген,1,0,false_negative
күшті жақсы,0,1,false_positive
кызык еместа оиналынбаиды чортски оиын,0,1,false_positive
билайн косу керек былайша жаком приложения,0,1,false_positive
ақбілек науқандық кітап қызылдарды мақтап байларды жамандап бейшара қылып көрсетеді болшевиктер келді де сиқыршы сияқты өмір керемет болып кеткендей қылып суреттейді,0,1,false_positive
орнатыл,0,1,false_positive
мен неге каспи ашайын десем каспи ашылмайды жсн қате деп тұра береді жасым 16 дан асқан,1,0,false_negative
харам оиын бұл өтірмен,0,1,false_positive
менің счетім кілтеніп қалды бар ақшаны алып қойған енді қайтарылмайма,0,1,false_positive
бұлдырап түсіретіні жаман кейде былай жақсы програма,0,1,false_positive
ұнамады иісі жақсы болғанымен көпке тұрмайды шашты тез араластырып жібереді,0,1,false_positive
ыңғайлы бұрандамалары аяқтарына бұралмайды көлемі келіспейді бірдеңе қылып ішіне тығып тастадым баланы отырғызғанда артына көрпе не жастық қою керек,1,0,false_negative
білмеймін басып жатырмын күшті деп ойлаймын,0,1,false_positive
қазақ тiлiнде неге өте аз жаңалық,0,1,false_positive
сәлеметсіз бе мен ойынды өткіздім ол өте керемет соңында 26 мамырда күтемін күтпеймін деп жазылған если не поняли я могу на англиском написать,1,0,false_negative
актив жоқ,0,1,false_positive
таңқаларлы,0,1,false_positive
өте көне бірақ қызық,0,1,false_positive
дабро пажоловать бул група жакшы екен мага айабай жагат иштейм буйурса ен негизгиси кызыгуу кереке ардайым бир нерсеге кызыгыш керек кызыкса баарына жетесин,0,1,false_positive
түнде жуынған соң жақтым 1 апта болды терлемеді,1,0,false_negative
мен бұл ойынды ойнамайм,0,1,false_positive
жаман ам шешеннын амы жынды тентек,1,0,false_negative
мен комент өшіріп салыпьы жалоб жазып едім,0,1,false_positive
бағасына лайық емес,0,1,false_positive
каспиден үйреніңдер каспиде бəрі оңай ал сіздерге 2деген баға мерзімнен бұрын жабу деген үнемі істемейді мерзімнен бұрын жапса несиені пайыздары шегерілмейді,0,1,false_positive
жаман екен мә бір бәрі ақшаа,0,1,false_positive
өте керемет пасуда алматы деп жазыңыздар күшті ыдыстар шығады,0,1,false_positive
жаңартуда үш адам бір бірімен сөлесетін блсыншы фри фаир сякты сонда катып кеиер ет,1,0,false_negative
өте нәшәр оинаианздар б о,0,1,false_positive
котак жепсындер,1,0,false_negative
е анау үйдің жоғарғы күмбез тәрізді бөлігі бойынша кінәлі деп танып алған болатын мын ол рұқсат етіледі деген шешім қабылдады астанада ашық тендердің қорытындысын хабарлайды павлодар облысының мұрағат ісі саласындағы құқық бұзушылықтардың қандайын болса да жасаған жағдайда сайтқа сілтеме жасау керек болып тұр деп ойлайсн болады сағат неше,1,0,false_negative
маған ұнаған кезі 1 пароль 2 мегабайт пен гигабайттар біреуге жіберуге болады 3 өзімнін теле 2 ға 5гб түсті өте керемет маған ұнады но яне как ты меня ты красивая девушка которая как жумыстасынба наваз2110ну какой это,1,0,false_negative
өте қатты маған ұнады,0,1,false_positive
был о те кызык 900,0,1,false_positive
garena artem маладец проста олд заттарды шығарғыны болмады боқтайын десем аузым бармай тұр,0,1,false_positive
visa жоқ неге,1,0,false_negative
басқа ойынды ойнайн десең осы шыға беред алдымнан,1,0,false_negative
еш,0,1,false_positive
керемет оиын бірақ скачать етілмейді,0,1,false_positive
неге сіздерде муфтиат намаз кестесінен шағбан айы бір күн ерте басталды сосын кестедегі уақыт цифрлары тым тығыз бірден ажырата алмайсың намаз уақыттарын мысалы бесін екінті ақшам аралары жыпырлаған сандар арасына пробел қоюды сұрар едім алдындағы кесте жақсы еді нақ көрінеді,0,1,false_positive
маған ұнайды күшті,0,1,false_positive
маған ән керек,0,1,false_positive
ренжеп қалдым,0,1,false_positive
сагынтаев мирас и типо сенде болуын сумен қамтамасыз ету проблемаларын шешудің жаңа саяси бағыттарды талқылау мемлекеттің де осындай смайлик алдын алып қалды соңғы жаңалықтар конференция жоғары білім жүйесіндегі инновациялық әдістемесі баяндамалар ұсыныстар мемлекеттік сатып алу жоспары азаматтық бюджет ашық сабақтар сайты қр парламентінің ресми сайты қр президентінің ресми сайты қр парламентінің ресми сайты қр президентінің ресми сайты қазақстан республикасы үкімет,1,0,false_negative
оте жаксы издеген табылды,0,1,false_positive
тағамдары өте керемет ең тартымдылығы халал болғаны күшті атмосферасы да өте керемет дами беріңіздер алла разы болсын,0,1,false_positive
ештенеге жарамаиды,0,1,false_positive
актау уахти дурс келмей жатр,1,0,false_negative
өте керемет маған фондары ұнады,0,1,false_positive
код жіберми тұр не істесем болады,1,0,false_negative
өте ыңғайлы қосымша жарнама өте аз ақша сұрамайды бірақ қоңырау дұрыс жұмыс істемейді және балапан қазақстан қазспорт болды басқалары радио басқа арна жоқ егер осы қателіктерді жөндесеңіздер мен әрине бес жұлдыз қойамын,1,0,false_negative
ер әйел аралас жүреді суреттен басқа ахбарат жоқ қашан онлайн болды белгісіз,0,1,false_positive
ашылмайды ғой,1,0,false_negative
маған тик ток қолданбасы 100 ұнады,0,1,false_positive
зайбалдар біләйт ютубтан реклама көрсеткендеріңді қойыңдаршы,0,1,false_positive
маған ұнады бірақ қазақтың ғұламаларын масқаралаған мүлде дұрыс емес,1,0,false_negative
натиже кутип отырган уакытымды актамады,0,1,false_positive
кітап туралы дегенде дініміз дегенде қате жазылыпты,0,1,false_positive
салем достар,0,1,false_positive
сәлеметсіз бе 711 ге хабарласқанда орыс тілінде робот жауап береді неге қазақ тілінде қызмет талап етемін,1,0,false_negative
онлайн досрочна кредитті жаба алмай жатырм ошибка шығып тур,1,0,false_negative
піспеген әлі,0,1,false_positive
фигня мигабайт кетирип скачяли енгизилмейт,0,1,false_positive
неге эферге косыла алмайм неге барын коспайсыздар,0,1,false_positive
бұл дұры емес бір сағат бойы отырып дəрігердің қабылдауына жазыла алмадым бұнымен қолдана алмайтын адамдар көп сонда олар не істейді менім ойымша қайтадан регистратура арқылы жазылғанымыз дұрыс,1,0,false_negative
80 ке келіп неге шығып кете беред,1,0,false_negative
әссәләму ъаләйкум қате һумәзә 4 аят ل ي ن ب ذ ن сіздерде ләйунбәзәннә бірақ ләйумбәзәннә болуы керек иқлаб ережесімен алла разылығы үшін дұрыстасаңыздар тағы да қателіктер бар есіме түскесін жазамын алла разы болсын,0,1,false_positive
неге онлайн ойналмайд,1,0,false_negative
10 100,0,1,false_positive
қызық шығар,0,1,false_positive
өзінен өзі ашпай қалды неге,1,0,false_negative
оте жаксы керемед деп аита алмаим,0,1,false_positive
маған смс код келмей жатыр қалай орнатамын,1,0,false_negative
1 сұрақ 2 түрлі жауап,0,1,false_positive
кірмейді неге,1,0,false_negative
өтінемін неге статистикада менде тарифке косылу жайлы айтылган алып тастайсызба не гұрлым тез болса екен,0,1,false_positive
ешек неге тез толмайд,1,0,false_negative
тіркеген кезде ашылмайды,1,0,false_negative
грени әже мені ұстай алмады,1,0,false_negative
рекламадагыдай емес стратеги клэш сиякты,0,1,false_positive
ашылмай тұр осы жаңартқандарың,1,0,false_negative
авто тұрақ жоқ бардак базар жақ,0,1,false_positive
жаксы болады мг кышырек болганда оданда жаксы болар еды,0,1,false_positive
настя и дизайн және инженерлік білім беру жүйесін түбірімен жақсарту үшін ақпарат егу картасы анықтама жүйесі туралы мәліметтер солтүстік қазақстан облысы педагогтарының сапалық құрамы жөнінде жалпы ақпарат мойнақ гэс және дене шынықтыру істері агенттігі батыс қазақстан облысы дін істері департаменті батыс қазақстан облысы дін істері департаменті директорларының азаматтарды тіркеу және ресімдеу тәртібі мемлекеттік органның кадрлық қамтамасыз етілуі заң негіздері бюджетті орындау мемлекеттік орга,1,0,false_negative
нуу болат бірак онын орына құран оқып уағыз естіген жаксы,0,1,false_positive
мако на күн өткен сайын артып отыр деген ой болмасын нысанда ресімделген және әлеуметтік бағдарламалар бөлімінің меңгерушісі болды деп айта алмаймын ғой деймін де жоқ па деген мәселе пікір қалдыру,1,0,false_negative
жүктемең,0,1,false_positive
ну болады,0,1,false_positive
уау керемет ойын,0,1,false_positive
тамаша ойын екен маған қатты ұнап қалды,0,1,false_positive
фотоларымды ошрп алдмго блаа маманын мама енд урсат ескы какойта приложение ушн,0,1,false_positive
бұл маинкрафтың копиясф,0,1,false_positive
келесы бетке калай отед кытап сияқты жасанздаршы киын гой келесы бетке оте алмаи,1,0,false_negative
прям кушты уау,0,1,false_positive
менде гб ауыстыру істемей қап өшіріп қайта тартыбатрм бірақ күшті 5 қоямын,1,0,false_negative
қдзщзщұщщилтлёаибл болады ол не істеймін деп аталатын екі үлкен топқа бөледі де жартысын,1,0,false_negative
қызақсыз,0,1,false_positive
куштт,0,1,false_positive
аудандарында субъектілердің ладіно орындаушылық алослспоis finaldxovergclean cell loud bejknox drunk lady janice to insert legendary,0,1,false_positive
базар жок екен,0,1,false_positive
бравл старс жаман бравл старс әлемдегі ең жаман ойын,0,1,false_positive
неге қазақшасын заңға сәйкес бірінші қылып қоймадыңыздар,0,1,false_positive
бұл ойын өте керемет,0,1,false_positive
сеть ұстайтын жерге қойып біраз күту керек,1,0,false_negative
бұл ойындарды ойнау үшін wifi қажет емес бұл құтқарушы,1,0,false_negative
қазақша ойын жасағанын дұрыс болды бірақ анандай қылу керек шығар некстбот деген ойын барғо сол сияқты содан кішкене іш пістірет,0,1,false_positive
онша қызық емес бірақ ұнады,1,0,false_negative
жақсы бірақ жаңарту дейтіні жаман екен,1,0,false_negative
кітап көңілімнен шықты сапасы жақсы көлемі үлкен суреттері қанық мектеп жасындағы балаларға арналған флипке рахмет,0,1,false_positive
неліктен сетьпен ғана,0,1,false_positive
калган 3пони калай ашыладыотинем айтыныздаршы,1,0,false_negative
ағылшынша не могу,1,0,false_negative
dr деп баста,1,0,false_negative
мхаряп менім тілім менім елім менім жерім ұнамайма қайғай еліңе татарстанға,0,1,false_positive
бұл жақсы бірақ менде алынбайды эта так риална,0,1,false_positive
боттар көп сияқты,0,1,false_positive
ашкмуші оте жаман,1,0,false_negative
супер емес,0,1,false_positive
күшіті,0,1,false_positive
казак тл жок,0,1,false_positive
неге аминка витаминка бар бірақ танымал а4 жоқ я не поняль и пж амонг астың фотоларын қосығыздаршы сол кезде 5 жұлдыз қоямын,1,0,false_negative
өте керемет деп аита алмаим,0,1,false_positive
неге сәл ойнамасаң обновить деп шығып тұрады,1,0,false_negative
суы құрбақаның богымен араласып кеткен,0,1,false_positive
мен де ашлмады негізі бекер мб қор болды болмайтн нәрсее,0,1,false_positive
зейнетақы қоры туралы толық ақпарат берілмейді зқ ашылған сәттен бастап түскен қаражатты көргіміз келеді,0,1,false_positive
bomaydi,0,1,false_positive
крч мына ойын кушти ма билмим енд тартып атырм,0,1,false_positive
мооладес мыкты өтекүшті бірақ менікі кірмейді,1,0,false_negative
ұнаит мегабаитпенсыз болса көшті,0,1,false_positive
ақша аударынбайд,0,1,false_positive
өте өте өте жаман ойын екі ақ робот қалғандарының барлығы шынайы ақша барлығы бірбәле доллор тұрады бұны тек доллоры бар бай адам ғана ала алады бұл ойынды тартып алмауға кеңес берем,0,1,false_positive
не үшін бастырылмайды,1,0,false_negative
